  CrystFEL reflection list version 2.0                                
  Symmetry: mmm                                                       
   h    k    l          I    phase   sigma(I)   nmeas                 
  24   21   20      -4.28        -       5.42      26
  24   21   21     -12.76        -       8.90      19
  24   21   22      -7.59        -       5.83      10
  24   21   23      -6.87        -       3.78      15
  24   21   24       0.84        -       2.42       7
  24   21   25       4.88        -       2.03       3
  24   22    0      -0.54        -       7.23      51
  24   22    1      10.50        -       6.60     102
  24   22    2      -6.17        -       4.92     101
  24   22    3      63.58        -      15.23      88
  24   22    4      -5.04        -       5.87      92
  24   22    5      46.08        -      11.96      94
  24   22    6      -0.67        -       6.38      72
  24   22    7      27.74        -       9.07      81
  24   22    8       2.30        -       6.56      79
  24   22    9       5.45        -       7.81      67
  24   22   10      12.58        -       8.93      69
  24   22   11      10.94        -       6.99      54
  24   22   12      -0.56        -       6.37      49
  24   22   13       8.60        -       6.91      57
  24   22   14      30.07        -      10.92      35
  24   22   15       0.23        -       5.53      43
  24   22   16      -1.50        -       6.10      40
  24   22   17       6.04        -       6.20      33
  24   22   18       9.59        -       7.74      31
  24   22   19       5.50        -       9.81      19
  24   22   20       5.61        -       6.22      21
  24   22   21      -2.68        -       4.94       9
  24   22   22      -0.56        -       2.29      10
  24   22   23      -0.52        -       1.71      10
  24   22   24       1.78        -       4.25       4
  24   22   25       0.63        -       0.81       2
  24   23    0      18.76        -       8.70      39
  24   23    1      24.03        -       6.44      76
  24   23    2      -1.32        -       7.77      65
  24   23    3      29.03        -       8.01      69
  24   23    4      12.56        -       6.41      73
  24   23    5       2.73        -       5.21      83
  24   23    6      12.81        -       9.73      58
  24   23    7      13.93        -       7.57      57
  24   23    8     -13.34        -       6.31      55
  24   23    9      -0.61        -       4.42      62
  24   23   10       0.00        -       5.40      63
  24   23   11      -3.82        -       5.54      56
  24   23   12      -4.86        -       5.19      47
  24   23   13      36.12        -       9.95      51
  24   23   14       6.02        -       6.01      40
  24   23   15      10.86        -       7.14      37
  24   23   16       8.64        -       5.53      34
  24   23   17      19.75        -       8.03      33
  24   23   18       7.39        -       8.30      16
  24   23   19      -1.89        -       6.78      13
  24   23   20      22.87        -      18.49       7
  24   23   21      -0.02        -       5.35       6
  24   23   22      -0.29        -       2.60      12
  24   23   23      -4.39        -       1.97       6
  24   23   24      -2.87        -       5.54       3
  24   24    0      24.53        -      15.83      31
  24   24    1      22.59        -       7.52      76
  24   24    2      40.95        -      11.53      55
  24   24    3      21.82        -       8.07      57
  24   24    4       5.37        -       4.14      68
  24   24    5       4.89        -       6.22      57
  24   24    6       1.06        -       5.95      57
  24   24    7      -4.71        -       6.26      62
  24   24    8       9.94        -       6.08      48
  24   24    9      -4.37        -       7.60      48
  24   24   10      10.61        -       6.57      48
  24   24   11       4.84        -       5.55      61
  24   24   12       2.58        -       6.67      47
  24   24   13     -10.49        -       6.28      37
  24   24   14      -1.52        -       6.23      40
  24   24   15       3.31        -       6.12      29
  24   24   16       2.27        -       6.90      20
  24   24   17       1.21        -       6.80      25
  24   24   18      -6.54        -       7.73      16
  24   24   19       8.03        -       5.54      17
  24   24   20      -0.32        -       3.32      11
  24   24   21      -0.86        -       2.34      12
  24   24   22       0.34        -       2.01       3
  24   25    0     -17.14        -      11.41      20
  24   25    1       7.36        -       5.05      67
  24   25    2       7.00        -       7.04      47
  24   25    3      -4.41        -       6.37      58
  24   25    4      14.93        -       7.38      44
  24   25    5      14.96        -       6.07      51
  24   25    6       3.74        -       5.27      48
  24   25    7      33.53        -       8.95      43
  24   25    8       0.13        -       6.37      36
  24   25    9       5.13        -       8.45      46
  24   25   10       4.60        -       5.26      40
  24   25   11       6.57        -       6.02      39
  24   25   12      18.10        -       7.97      27
  24   25   13       5.85        -       6.28      32
  24   25   14      20.09        -       7.60      30
  24   25   15       8.25        -       6.89      33
  24   25   16       4.92        -       6.64      19
  24   25   17      17.71        -       4.82      20
  24   25   18      -3.97        -       6.56      11
  24   25   19       3.45        -       3.29      10
  24   25   20       4.00        -       2.83       4
  24   25   22       2.95        -       4.04       2
  24   26    0       4.37        -       8.26      22
  24   26    1      -4.39        -       5.95      52
  24   26    2       2.33        -       7.45      53
  24   26    3      10.34        -       5.22      42
  24   26    4       8.70        -       6.38      47
  24   26    5       1.13        -       6.95      39
  24   26    6       2.70        -       5.94      40
